,prompt,question
323,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lisa read 9 books. Emma read 6 books. Bob read 1 book. How many books did they read in all?",Lisa read 9 books. Emma read 6 books. Bob read 1 book. How many books did they read in all?
324,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 3 candy bars in a box. If you add 6 more candy bars, how many candy bars are there in total?","There are 3 candy bars in a box. If you add 6 more candy bars, how many candy bars are there in total?"
325,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A nest has 3 eggs. If you add 4 more eggs, how many eggs will be in the nest?","A nest has 3 eggs. If you add 4 more eggs, how many eggs will be in the nest?"
326,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala sees 7 big flowers. She sees 3 small flowers. She sees 0 medium flowers. How many flowers does she see?",Tala sees 7 big flowers. She sees 3 small flowers. She sees 0 medium flowers. How many flowers does she see?
327,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lily has 4 notebooks, and her brother gives her 5 more. How many notebooks does Lily have now?","Lily has 4 notebooks, and her brother gives her 5 more. How many notebooks does Lily have now?"
328,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 5 blue fish and 5 yellow fish. How many fish are there?",There are 5 blue fish and 5 yellow fish. How many fish are there?
329,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 3 cookies in a jar. If you add 4 more cookies, how many cookies are there in total?","There are 3 cookies in a jar. If you add 4 more cookies, how many cookies are there in total?"
330,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala has 5 books in a box. She puts 3 more books in the box. How many books are in the box?",Tala has 5 books in a box. She puts 3 more books in the box. How many books are in the box?
331,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tim had 6 purple balloons. Lisa gave him 8 red balloons. Bob gave him 3 green balloons. How many balloons does Tim have now?",Tim had 6 purple balloons. Lisa gave him 8 red balloons. Bob gave him 3 green balloons. How many balloons does Tim have now?
332,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 4 children playing in the schoolyard. If 2 more join them, how many children will be playing?","There are 4 children playing in the schoolyard. If 2 more join them, how many children will be playing?"
333,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala and Bob pick 6 apples. Then they pick 3 more apples. How many apples do they pick?",Tala and Bob pick 6 apples. Then they pick 3 more apples. How many apples do they pick?
334,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#During the school play, there are 4 actors on stage. If 3 more actors join, how many actors will be on stage?","During the school play, there are 4 actors on stage. If 3 more actors join, how many actors will be on stage?"
335,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob has 4 pencils on his desk. He puts 2 more pencils on his desk. Then he puts 3 more pencils on his desk. How many pencils are on his desk?",Bob has 4 pencils on his desk. He puts 2 more pencils on his desk. Then he puts 3 more pencils on his desk. How many pencils are on his desk?
336,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tommy has 4 candies, and he gets 5 more candies from his mom. How many candies does Tommy have altogether?","Tommy has 4 candies, and he gets 5 more candies from his mom. How many candies does Tommy have altogether?"
337,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 6 cupcakes on the plate. If you add 1 more cupcake, how many cupcakes are there in total?","There are 6 cupcakes on the plate. If you add 1 more cupcake, how many cupcakes are there in total?"
338,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma eats 9 raisins. She eats 3 more raisins. How many raisins did she eat?",Emma eats 9 raisins. She eats 3 more raisins. How many raisins did she eat?
339,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma has 3 pencils. Tala has no pencils. How many pencils do they have?",Emma has 3 pencils. Tala has no pencils. How many pencils do they have?
340,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma gave away all of her apples. She gave 5 to Bob. She gave 4 to Tim. How many apples did shse have to start?",Emma gave away all of her apples. She gave 5 to Bob. She gave 4 to Tim. How many apples did shse have to start?
341,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 1,
      Section: Single-digit Addition,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#There are 5 children were playing. 7 more children joined them. How many children are playing now?",There are 5 children were playing. 7 more children joined them. How many children are playing now?
